,Age,Workclass,Fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Target,Cluster
3142,0.6517511481130326,0.2946298984034833,1.3138281693219287,0.16432784218019117,-0.44043392881734683,0.4550110249662138,0.22559006211180124,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,3
19206,-1.6328825064448869,0.2189184333453108,-0.06368753764875935,0.07195121951219512,-1.61750636148104,0.048398723097518276,0.04113430975381739,0.014343343792021516,0.26385458474837914,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,-1.3302692460556833,0.25441117619238185,0,0
7318,-1.0998013203813723,0.2189184333453108,0.020377037389123703,0.16432784218019117,-0.44043392881734683,0.10731244064577398,0.27064732142857145,0.06633447524135783,0.26385458474837914,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,-0.9128566077245408,0.25441117619238185,0,0
14852,-0.9474924100775111,0.2189184333453108,-0.49345608339523467,0.2001799370220423,-0.04807645126278239,0.048398723097518276,0.1339069642376983,0.10668913663469018,0.26385458474837914,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,0.33938130726888655,0.25441117619238185,0,0
11400,-0.5667201343178578,0.2189184333453108,-0.6841772330899409,0.16432784218019117,-0.44043392881734683,0.048398723097518276,0.22559006211180124,0.10668913663469018,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,0.33938130726888655,0.25441117619238185,0,0
6433,-0.8713379549255804,0.2189184333453108,0.20099945914356643,0.0,-3.579293749253862,0.4550110249662138,0.11651469098277609,0.03937007874015748,0.26385458474837914,0.3139546302661298,5.428158412001043,-0.21867335078526204,-1.4137517737219116,0.054455445544554455,0,0
28295,0.42328778265724065,0.2189184333453108,-0.9380083339614773,0.16432784218019117,-0.44043392881734683,0.048398723097518276,0.12423625254582485,0.10668913663469018,0.27740492170022374,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,0.33938130726888655,0.11764707361054029,0,2
25741,-0.5667201343178578,0.2189184333453108,1.4894532824049007,0.2001799370220423,-0.04807645126278239,0.10731244064577398,0.22559006211180124,0.014343343792021516,0.26385458474837914,0.3139546302661298,0.4801140117094992,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,3
15065,-1.404419140989095,0.2189184333453108,-0.4459911156160201,0.2001799370220423,-0.04807645126278239,0.048398723097518276,0.1339069642376983,0.10668913663469018,0.26385458474837914,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,0.33938130726888655,0.25441117619238185,0,0
30286,1.7940679753919924,0.2189184333453108,0.3234997737928932,0.06294964028776978,-2.4022213165901687,0.4550110249662138,0.44868616757560736,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-1.7476818843868256,0.25441117619238185,0,2
30737,-0.5667201343178578,0.28582866293034426,0.7447407151586961,0.054945054945054944,-2.0098638390356043,0.4550110249662138,0.22559006211180124,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,3
24235,-0.4144112240139965,0.2189184333453108,-0.15661097805879493,0.16432784218019117,-0.44043392881734683,0.4550110249662138,0.04113430975381739,0.45572770329934975,0.1299715909090909,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.49544396939339835,0.25441117619238185,0,0
28597,-1.0998013203813723,0.2189184333453108,0.8665879724248193,0.040268456375838924,-3.1869362716992975,0.048398723097518276,0.11651469098277609,0.10668913663469018,0.09090909090909091,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,2.092514388259685,0.054455445544554455,0,3
22571,1.1086778790246166,0.2946298984034833,0.9218233766041805,0.040268456375838924,-3.1869362716992975,0.4550110249662138,0.04113430975381739,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.7458915523920838,0.054455445544554455,0,2
10515,0.7279056032649632,0.3870625662778367,-0.4012803463659684,0.16432784218019117,-0.44043392881734683,0.4550110249662138,0.1339069642376983,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.41196144172716986,0.25441117619238185,0,2
9498,2.4033036166074377,0.28582866293034426,0.8598018543993563,0.16432784218019117,-0.44043392881734683,0.09673518742442563,0.04113430975381739,0.03937007874015748,0.26385458474837914,0.11378287117568812,0.1668458433222468,-0.21867335078526204,-1.7476818843868256,0.25441117619238185,0,2
3428,0.5755966929611019,0.5586592178770949,0.8991745893867008,0.2001799370220423,-0.04807645126278239,0.4550110249662138,0.27064732142857145,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,1.5916192222623138,0.25441117619238185,0,1
22032,-0.9474924100775111,0.2189184333453108,-0.804122105804993,0.5645756457564576,1.5213534589554754,0.048398723097518276,0.44868616757560736,0.10668913663469018,0.26385458474837914,0.11378287117568812,-0.1475020947104593,3.9080353580943004,-0.0780313310622559,0.25441117619238185,0,4
328,1.4894501547842698,0.28582866293034426,1.2434210117327809,0.16432784218019117,-0.44043392881734683,0.4550110249662138,0.061527057079318014,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,2
7562,1.7179135202400617,0.2189184333453108,0.11742704329302517,0.16432784218019117,-0.44043392881734683,0.048398723097518276,0.1339069642376983,0.10668913663469018,0.26385458474837914,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,2
1267,0.8802145135688246,0.28582866293034426,1.4571032804369337,0.2001799370220423,-0.04807645126278239,0.4550110249662138,0.22559006211180124,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.49544396939339835,0.25441117619238185,0,3
23614,-0.5667201343178578,0.2189184333453108,-0.13521151800918293,0.421658072193574,1.128995981400911,0.048398723097518276,0.44868616757560736,0.10668913663469018,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,0.756793945600029,0.25441117619238185,0,1
