Age,Workclass,Fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Target
32,0.2189184333453108,229732,0.421658072193574,13,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,45,0.2544111761923818,0
42,0.2189184333453108,136986,0.421658072193574,13,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,1
24,0.2189184333453108,204935,0.5645756457564576,14,0.0483987230975182,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,56,0.2544111761923818,0
27,0.2946298984034833,229223,0.2001799370220423,10,0.0483987230975182,0.3260869565217391,0.0143433437920215,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,1
37,0.2189184333453108,35309,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
53,0.2189184333453108,108083,0.0629496402877697,4,0.4550110249662138,0.116514690982776,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,45,0.2544111761923818,0
17,0.2189184333453108,193748,0.0562977099236641,7,0.0483987230975182,0.2706473214285714,0.0143433437920215,0.2638545847483791,0.3139546302661298,0,0,15,0.2544111761923818,0
54,0.2189184333453108,146551,0.1643278421801911,9,0.4550110249662138,0.1339069642376983,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,54,0.2544111761923818,1
36,0.2689601250977326,143385,0.2001799370220423,10,0.4550110249662138,0.3260869565217391,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
21,0.2189184333453108,145964,0.0769230769230769,8,0.0483987230975182,0.116514690982776,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
36,0.2189184333453108,181382,0.2631981637337414,11,0.4550110249662138,0.1242362525458248,0.4557277032993497,0.2638545847483791,0.3139546302661298,3103,0,40,0.2544111761923818,1
33,0.2189184333453108,150154,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
46,0.2189184333453108,249686,0.7490774907749077,15,0.0702875399361022,0.4486861675756073,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,1
32,0.2689601250977326,542265,0.1643278421801911,9,0.0483987230975182,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
30,0.2189184333453108,35724,0.7490774907749077,15,0.4550110249662138,0.4486861675756073,0.4935988620199146,0.2638545847483791,0.1137828711756881,0,0,45,0.2544111761923818,1
24,0.2189184333453108,236696,0.421658072193574,13,0.0483987230975182,0.4853420195439739,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
28,0.2189184333453108,308995,0.2001799370220423,10,0.0483987230975182,0.1339069642376983,0.0143433437920215,0.1299715909090909,0.1137828711756881,0,0,40,0.125,0
34,0.2189184333453108,242960,0.2631981637337414,11,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,0
50,0.5586592178770949,119099,0.2001799370220423,10,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,99,0.2544111761923818,1
41,0.2189184333453108,210259,0.2001799370220423,10,0.1073124406457739,0.1339069642376983,0.0663344752413578,0.1299715909090909,0.1137828711756881,0,0,37,0.2544111761923818,0
31,0.2189184333453108,379046,0.1643278421801911,9,0.0483987230975182,0.061527057079318,0.0143433437920215,0.2774049217002237,0.1137828711756881,0,0,40,0.078125,0
42,0.2189184333453108,145175,0.2001799370220423,10,0.4550110249662138,0.1242362525458248,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
65,0.2189184333453108,212562,0.0562977099236641,7,0.4550110249662138,0.061527057079318,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,20,0.2544111761923818,0
19,0.2189184333453108,530454,0.1643278421801911,9,0.0483987230975182,0.0411343097538173,0.1066891366346901,0.2638545847483791,0.1137828711756881,0,0,50,0.2544111761923818,0
43,0.2189184333453108,164693,0.2631981637337414,11,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,0
38,0.2858286629303442,112158,0.1643278421801911,9,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,99,0.2544111761923818,0
23,0.2189184333453108,278254,0.1643278421801911,9,0.4550110249662138,0.1242362525458248,0.4557277032993497,0.1299715909090909,0.3139546302661298,0,0,45,0.2544111761923818,0
36,0.3870625662778367,359249,0.2001799370220423,10,0.0702875399361022,0.1339069642376983,0.1066891366346901,0.1299715909090909,0.3139546302661298,0,0,40,0.2544111761923818,0
30,0.2189184333453108,181992,0.2001799370220423,10,0.0483987230975182,0.2706473214285714,0.1066891366346901,0.1299715909090909,0.1137828711756881,0,0,35,0.2544111761923818,0
64,0.2189184333453108,260082,0.0769230769230769,8,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.0357142857142857,0
35,0.2189184333453108,177102,0.1643278421801911,9,0.1073124406457739,0.061527057079318,0.0663344752413578,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
48,0.2189184333453108,187505,0.2001799370220423,10,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,1
42,0.2689601250977326,83411,0.1643278421801911,9,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,1
18,0.2189184333453108,200876,0.0562977099236641,7,0.0483987230975182,0.2029262086513995,0.0143433437920215,0.2638545847483791,0.3139546302661298,0,0,16,0.2544111761923818,0
17,0.2189184333453108,130806,0.0719512195121951,6,0.0483987230975182,0.061527057079318,0.0143433437920215,0.2638545847483791,0.3139546302661298,0,0,24,0.2544111761923818,0
26,0.2189184333453108,288959,0.1643278421801911,9,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.1299715909090909,0.3139546302661298,0,0,36,0.2544111761923818,0
22,0.2189184333453108,63105,0.1643278421801911,9,0.0483987230975182,0.4486861675756073,0.0143433437920215,0.1299715909090909,0.3139546302661298,0,0,40,0.2544111761923818,0
25,0.2189184333453108,28520,0.1643278421801911,9,0.0483987230975182,0.0411343097538173,0.1066891366346901,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
40,0.2189184333453108,99373,0.0719512195121951,6,0.1073124406457739,0.1242362525458248,0.0663344752413578,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
39,0.2189184333453108,202937,0.5645756457564576,14,0.0483987230975182,0.4486861675756073,0.1066891366346901,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,1
35,0.2189184333453108,170797,0.421658072193574,13,0.1073124406457739,0.0411343097538173,0.1066891366346901,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
51,0.2946298984034833,195844,0.2001799370220423,10,0.4550110249662138,0.3260869565217391,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,1
37,0.2189184333453108,31023,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,45,0.2544111761923818,0
52,0.2189184333453108,143953,0.421658072193574,13,0.4550110249662138,0.4486861675756073,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,1902,40,0.2544111761923818,1
17,0.2189184333453108,117549,0.0719512195121951,6,0.0483987230975182,0.2706473214285714,0.0393700787401574,0.1299715909090909,0.1137828711756881,0,0,12,0.2544111761923818,0
38,0.2189184333453108,201328,0.421658072193574,13,0.4550110249662138,0.4486861675756073,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,1
24,0.2189184333453108,145964,0.421658072193574,13,0.0483987230975182,0.4853420195439739,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
28,0.2189184333453108,274690,0.421658072193574,13,0.0483987230975182,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,45,0.2544111761923818,0
38,0.2189184333453108,60355,0.1643278421801911,9,0.0483987230975182,0.1339069642376983,0.0663344752413578,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
62,0.2189184333453108,118696,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
44,0.2189184333453108,106900,0.1643278421801911,9,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,68,0.2544111761923818,0
29,0.2189184333453108,74500,0.421658072193574,13,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,1
28,0.2189184333453108,183151,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,0
57,0.2189184333453108,73411,0.2001799370220423,10,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,1
42,0.2858286629303442,30759,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,35,0.2544111761923818,0
37,0.2189184333453108,127772,0.421658072193574,13,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,1
38,0.2946298984034833,745768,0.2001799370220423,10,0.1073124406457739,0.4853420195439739,0.0663344752413578,0.1299715909090909,0.1137828711756881,0,0,45,0.2544111761923818,0
42,0.2189184333453108,203393,0.421658072193574,13,0.4550110249662138,0.2255900621118012,0.4935988620199146,0.1299715909090909,0.1137828711756881,0,0,35,0.2544111761923818,1
29,0.2946298984034833,289991,0.5645756457564576,14,0.4550110249662138,0.4486861675756073,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,50,0.2544111761923818,0
52,0.2858286629303442,240013,0.5645756457564576,14,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,70,0.2544111761923818,0
43,0.3870625662778367,175669,0.2001799370220423,10,0.4550110249662138,0.1339069642376983,0.4935988620199146,0.2638545847483791,0.1137828711756881,0,0,40,0.2544111761923818,0
47,0.2689601250977326,118447,0.421658072193574,13,0.4550110249662138,0.4486861675756073,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,60,0.2544111761923818,1
37,0.2189184333453108,279029,0.421658072193574,13,0.0483987230975182,0.2255900621118012,0.1066891366346901,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
37,0.2946298984034833,233825,0.421658072193574,13,0.4550110249662138,0.4486861675756073,0.4935988620199146,0.2638545847483791,0.1137828711756881,15024,0,50,0.2544111761923818,1
53,0.2189184333453108,89534,0.1643278421801911,9,0.4550110249662138,0.2029262086513995,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,48,0.2544111761923818,1
28,0.2189184333453108,212563,0.2001799370220423,10,0.1073124406457739,0.1242362525458248,0.0663344752413578,0.1299715909090909,0.1137828711756881,0,0,25,0.2544111761923818,0
32,0.2189184333453108,80058,0.1643278421801911,9,0.4550110249662138,0.1339069642376983,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,0,40,0.2544111761923818,0
35,0.2189184333453108,192923,0.1643278421801911,9,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,0,2377,40,0.2544111761923818,0
