Unnamed: 0,Age,Workclass,Fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Target,Cluster
3142,0.6517511481130326,0.2189184333453108,1.3138281693219287,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,1.2546855793053386,0.2544111761923818,0,3
19206,-1.6328825064448869,0.2189184333453108,0.3398289735776422,0.0719512195121951,-1.61750636148104,0.0483987230975182,0.0411343097538173,0.0143433437920215,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,-1.3302692460556833,0.2544111761923818,0,0
7318,-1.0998013203813723,0.2189184333453108,0.0203770373891237,0.1643278421801911,-0.4404339288173468,0.1073124406457739,0.2706473214285714,0.0663344752413578,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,-0.9128566077245408,0.2544111761923818,0,0
14852,-0.9474924100775112,0.2189184333453108,-0.4934560833952346,0.2001799370220423,-0.0480764512627823,0.0483987230975182,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.3139546302661298,-1.0830275525164463,-0.218673350785262,0.3393813072688865,0.2544111761923818,0,0
11400,1.369081191878373,0.2689601250977326,-0.6841772330899409,0.1643278421801911,-0.4404339288173468,0.0483987230975182,0.2255900621118012,0.1066891366346901,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,0,0
6433,-0.8713379549255804,0.2189184333453108,0.2009994591435664,0.0,-3.579293749253862,0.4550110249662138,0.116514690982776,0.4557277032993497,0.2638545847483791,0.3139546302661298,5.428158412001043,0.4941319611033644,-1.4137517737219116,0.0544554455445544,0,0
28295,0.4232877826572406,0.2189184333453108,-0.9380083339614772,0.2001799370220423,-0.4404339288173468,0.0483987230975182,0.1242362525458248,0.1066891366346901,0.2774049217002237,0.1137828711756881,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.1176470736105402,0,2
25741,-0.5667201343178578,0.2189184333453108,1.4894532824049007,0.2001799370220423,-0.0480764512627823,0.1073124406457739,0.2255900621118012,0.0143433437920215,0.2638545847483791,0.3139546302661298,0.4801140117094992,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
15065,-0.7821513585392672,0.2189184333453108,-0.4459911156160201,0.2001799370220423,-0.0480764512627823,0.1073124406457739,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,0,0
30286,1.6355898276549712,0.2189184333453108,0.3234997737928932,0.0629496402877697,-2.4022213165901687,0.1073124406457739,0.4486861675756073,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-1.7476818843868256,0.2544111761923818,0,2
30737,-0.5667201343178578,0.2858286629303442,0.7447407151586961,0.0549450549450549,-2.0098638390356043,0.4550110249662138,0.3260869565217391,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
24235,-0.4144112240139965,0.2189184333453108,-0.1566109780587949,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.0411343097538173,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.4954439693933983,0.2544111761923818,0,0
28597,-1.0998013203813723,0.2189184333453108,-0.0958828529017783,0.0402684563758389,-0.4168833351714144,0.0483987230975182,0.116514690982776,0.1066891366346901,0.0909090909090909,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-1.7453033100340776,0.0544554455445544,0,3
22571,1.1086778790246166,0.2946298984034833,0.9218233766041803,0.421658072193574,-3.186936271699297,0.4550110249662138,0.1242362525458248,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.7458915523920838,0.0544554455445544,0,2
10515,0.7279056032649632,0.2189184333453108,-0.4012803463659684,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.4119614417271698,0.2544111761923818,0,2
9498,2.4033036166074377,0.2858286629303442,-0.7772202365366636,0.1643278421801911,-0.4404339288173468,0.0967351874244256,0.4853420195439739,0.0393700787401574,0.2638545847483791,0.1137828711756881,0.1668458433222468,-0.218673350785262,-1.7476818843868256,0.2544111761923818,0,2
3428,0.5755966929611019,0.5586592178770949,0.8991745893867008,0.2001799370220423,-0.0480764512627823,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,1.5916192222623138,0.2544111761923818,0,1
