,Age,Workclass,Fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Target,Cluster
12010,-1.404419140989095,0.2689601250977326,-0.10674200194141079,0.2001799370220423,-0.04807645126278239,0.048398723097518276,0.11651469098277609,0.10668913663469018,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,0
26742,0.804060058416894,0.2946298984034833,0.8071313567540265,0.421658072193574,1.128995981400911,0.4550110249662138,0.44868616757560736,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,1.5916192222623138,0.25441117619238185,0,1
18107,-0.18594785855820453,0.2189184333453108,-0.2913111617943445,0.16432784218019117,-0.44043392881734683,0.4550110249662138,0.12423625254582485,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.24499638639471288,0.25441117619238185,0,0
22669,-0.18594785855820453,0.2189184333453108,-0.6971342701566897,0.16432784218019117,-0.44043392881734683,0.4550110249662138,0.44868616757560736,0.45572770329934975,0.27740492170022374,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.38888888309948416,0,0
10078,0.7279056032649632,0.2189184333453108,2.0021222574192006,0.16432784218019117,-0.44043392881734683,0.10731244064577398,0.27064732142857145,0.10668913663469018,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,3
11506,2.6317669820632297,0.28582866293034426,0.0026782358443318407,0.2001799370220423,-0.04807645126278239,0.4550110249662138,0.48534201954397393,0.45572770329934975,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-0.49544396939339835,0.25441117619238185,0,2
25401,0.7279056032649632,0.28582866293034426,-0.768885400911271,0.2001799370220423,-0.04807645126278239,0.10731244064577398,0.27064732142857145,0.10668913663469018,0.26385458474837914,0.11378287117568812,0.30127716418123146,-0.21867335078526204,1.5916192222623138,0.25441117619238185,0,1
32273,-1.0998013203813723,0.2189184333453108,0.1534493099665427,0.25396825396825395,0.7366385038463464,0.048398723097518276,0.44868616757560736,0.014343343792021516,0.1299715909090909,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,-1.7476818843868256,0.25441117619238185,0,0
30532,0.19482441720144872,0.2189184333453108,0.4999577716544437,0.25396825396825395,0.7366385038463464,0.10731244064577398,0.44868616757560736,0.10668913663469018,0.26385458474837914,0.3139546302661298,-0.1475020947104593,-0.21867335078526204,3.2612697755868836,0.25441117619238185,0,1
20905,-1.0236468652294417,0.2189184333453108,-0.26800931719366133,0.421658072193574,1.128995981400911,0.048398723097518276,0.44868616757560736,0.10668913663469018,0.27740492170022374,0.11378287117568812,-0.1475020947104593,-0.21867335078526204,-0.0780313310622559,0.25441117619238185,0,1
